transaction_id,amount,merchant_category,hour_of_day,day_of_week,is_online,device_type,card_present,pin_used,distance_from_home,is_foreign,merchant_trust,card_age_days,account_age_months,avg_transaction_amount,transactions_last_24h,transactions_last_week,amount_to_avg_ratio,daily_transaction_velocity,weekly_transaction_velocity,time_since_last_txn,previous_fraud_count,is_fraud
TXN00000191,1181.55,Retail,8,6,1,In-Person,1,0,48.4,0,8,1627,101,42.15,2,15,27.383,2.0,2.143,16.0,0,0
TXN00000192,226.59,Gas Station,19,1,0,In-Person,1,1,18.22,0,5,1589,111,23.59,4,16,9.216,4.0,2.286,27.08,0,0
TXN00000193,5.25,Online,16,0,1,In-Person,1,0,9.9,0,5,1310,100,49.46,1,15,0.104,1.0,2.143,7.95,0,0
TXN00000194,93.56,Travel,16,6,0,In-Person,1,0,39.49,0,9,1392,44,58.96,1,13,1.56,1.0,1.857,36.27,0,0
TXN00000195,12.31,Online,19,5,1,Desktop,0,0,13.54,0,1,2114,105,102.86,0,13,0.119,0.0,1.857,7.65,0,0
TXN00000196,153.66,Retail,11,5,1,Mobile,0,0,31.3,0,8,2244,37,100.38,3,18,1.516,3.0,2.571,1.83,0,0
TXN00000197,97.06,Gas Station,6,3,0,In-Person,1,0,16.35,0,10,602,23,31.01,0,12,3.033,0.0,1.714,18.18,0,0
TXN00000198,74.71,Online,1,4,1,Desktop,0,0,20.1,0,6,2435,68,83.73,2,13,0.882,2.0,1.857,0.25,2,0
TXN00000199,20.92,Gas Station,2,0,1,Mobile,0,0,6.83,0,7,673,67,16.57,3,21,1.191,3.0,3.0,20.66,0,0
TXN00000200,485.14,Online,16,3,0,In-Person,1,1,20.86,1,3,426,21,50.29,1,15,9.458,1.0,2.143,16.74,0,0
TXN00000201,20.47,Travel,4,0,0,Desktop,0,0,4.21,0,3,430,115,65.83,5,12,0.306,5.0,1.714,4.58,0,0
TXN00000202,77.76,Restaurant,16,5,1,In-Person,1,1,13.53,0,8,2625,61,42.03,1,17,1.807,1.0,2.429,8.31,0,0
TXN00000203,39.63,Restaurant,23,1,0,In-Person,1,1,16.52,0,10,1771,116,36.16,3,15,1.067,3.0,2.143,1.54,0,0
TXN00000204,6.78,Gas Station,16,6,0,Mobile,0,1,9.51,0,2,732,66,24.45,2,16,0.266,2.0,2.286,4.21,0,0
TXN00000205,32.87,Gas Station,16,4,1,In-Person,1,0,26.17,0,9,2087,71,112.51,2,10,0.29,2.0,1.429,4.39,0,0
TXN00000206,4.29,Grocery,1,0,0,Mobile,0,0,6.39,0,5,1042,86,137.42,2,14,0.031,2.0,2.0,4.64,0,0
TXN00000207,130.35,Grocery,1,0,1,In-Person,1,0,32.55,0,7,2282,74,35.58,1,13,3.563,1.0,1.857,0.52,0,0
TXN00000208,21.42,Restaurant,21,0,0,In-Person,1,0,17.58,0,7,3151,40,49.75,2,19,0.422,2.0,2.714,20.99,0,0
TXN00000209,32.56,Retail,22,5,0,Mobile,0,1,5.01,0,9,56,117,68.08,0,12,0.471,0.0,1.714,9.31,0,0
TXN00000210,140.6,Travel,4,4,0,Desktop,0,0,22.77,0,4,2124,47,31.52,2,16,4.323,2.0,2.286,3.92,0,0
TXN00000211,22.01,Retail,0,1,0,Mobile,0,0,26.16,0,7,3479,49,62.28,1,11,0.348,1.0,1.571,6.83,1,0
TXN00000212,2.06,Online,0,1,0,In-Person,1,0,15.38,0,5,1390,16,31.63,1,14,0.063,1.0,2.0,0.53,0,0
TXN00000213,93.0,Online,18,0,0,In-Person,1,0,9.75,0,3,3220,27,52.04,0,15,1.753,0.0,2.143,18.32,2,0
TXN00000214,19.64,Retail,1,1,0,In-Person,1,0,60.91,0,1,1926,32,28.29,1,15,0.671,1.0,2.143,1.24,0,0
TXN00000215,33.17,Restaurant,20,3,1,In-Person,1,1,17.16,0,8,1171,103,36.88,4,19,0.876,4.0,2.714,5.55,0,0
TXN00000216,125.31,Grocery,11,1,0,In-Person,1,0,47.25,0,5,250,98,30.14,2,27,4.024,2.0,3.857,5.4,1,0
TXN00000217,12.22,Restaurant,5,0,0,Mobile,0,1,32.76,0,4,3519,64,85.75,3,18,0.141,3.0,2.571,1.42,2,0
TXN00000218,91.92,Retail,22,3,1,In-Person,1,0,24.67,0,5,1974,12,78.29,5,13,1.159,5.0,1.857,6.69,0,0
TXN00000219,58.46,Retail,3,4,0,In-Person,1,0,12.35,0,1,1475,107,71.23,4,19,0.809,4.0,2.714,16.34,2,0
TXN00000220,51.42,Retail,22,2,0,In-Person,1,0,30.7,0,8,1734,87,97.1,1,18,0.524,1.0,2.571,15.69,2,0
TXN00000221,37.05,Gas Station,10,5,0,In-Person,1,1,72.56,0,6,1271,51,46.19,2,12,0.785,2.0,1.714,43.05,0,0
TXN00000222,78.38,Entertainment,23,1,1,In-Person,1,0,53.34,0,9,1056,47,42.31,1,11,1.81,1.0,1.571,4.34,2,0
TXN00000223,141.29,Online,16,6,1,Mobile,0,0,15.37,0,10,2652,90,79.45,6,12,1.756,6.0,1.714,23.31,0,0
TXN00000224,4.09,Entertainment,5,3,0,In-Person,1,0,21.8,0,6,264,61,38.98,3,19,0.102,3.0,2.714,1.51,0,0
TXN00000225,173.74,Grocery,23,2,1,In-Person,1,1,13.48,0,5,43,95,83.44,1,18,2.058,1.0,2.571,27.8,0,0
TXN00000226,32.38,Retail,4,4,1,Mobile,0,1,45.76,0,8,2057,1,40.48,3,17,0.781,3.0,2.429,3.91,0,0
TXN00000227,4.24,Gas Station,19,2,0,Mobile,0,1,3.86,0,5,3121,1,278.1,2,19,0.015,2.0,2.714,35.91,0,0
TXN00000228,39.93,Online,1,4,0,Mobile,0,0,12.17,0,3,2395,29,42.29,1,15,0.922,1.0,2.143,11.92,0,0
TXN00000229,11.83,Online,5,0,1,Desktop,0,0,60.06,0,9,193,21,82.67,2,12,0.141,2.0,1.714,2.87,0,0
TXN00000230,276.59,Entertainment,21,0,0,In-Person,1,0,20.18,0,1,1351,25,31.9,1,12,8.406,1.0,1.714,48.12,0,0
TXN00000231,6.32,Restaurant,10,5,0,In-Person,1,0,16.98,0,8,987,2,37.56,2,15,0.164,2.0,2.143,10.98,0,0
TXN00000232,73.58,Retail,15,5,0,Mobile,0,0,16.63,1,7,2442,100,29.24,5,16,2.433,5.0,2.286,24.7,0,0
TXN00000233,77.27,Online,15,4,1,In-Person,1,0,55.07,0,7,2280,50,30.25,1,10,2.472,1.0,1.429,22.84,2,0
TXN00000234,97.1,Online,0,2,0,In-Person,1,0,17.5,0,7,182,113,83.58,4,18,1.148,4.0,2.571,32.23,0,0
TXN00000235,144.86,Travel,8,5,1,In-Person,1,0,19.75,0,6,194,115,43.85,3,21,3.23,3.0,3.0,3.12,0,0
TXN00000236,25.51,Online,5,1,0,Mobile,0,0,6.84,0,7,3616,111,47.86,3,12,0.522,3.0,1.714,3.29,0,0
TXN00000237,9.52,Grocery,15,2,0,Mobile,0,1,19.62,0,8,496,26,59.23,1,20,0.158,1.0,2.857,30.17,0,0
TXN00000238,2.31,Entertainment,2,5,1,In-Person,1,0,13.12,0,4,2364,65,128.83,3,12,0.018,3.0,1.714,12.83,1,0
TXN00000239,68.95,Online,19,2,0,Desktop,0,0,16.25,0,3,1308,9,106.21,1,13,0.643,1.0,1.857,6.26,0,0
TXN00000240,24.15,Grocery,3,6,0,Mobile,0,0,7.28,0,5,3444,94,181.08,2,19,0.133,2.0,2.714,3.03,0,0
TXN00000241,316.1,Retail,18,1,0,In-Person,1,0,11.21,0,8,2903,108,29.42,2,22,10.39,2.0,3.143,22.64,0,0
TXN00000242,139.14,Online,2,2,1,Mobile,0,0,5.85,0,4,3275,111,92.95,3,16,1.481,3.0,2.286,20.09,0,0
TXN00000243,441.53,Gas Station,18,2,0,Tablet,0,1,8.63,0,8,1721,58,21.62,3,14,19.522,3.0,2.0,0.62,0,0
TXN00000244,5.91,Grocery,19,3,0,Tablet,0,1,23.38,0,7,3213,116,68.78,1,18,0.085,1.0,2.571,28.63,0,0
TXN00000245,12.84,Restaurant,6,4,0,Mobile,0,0,23.63,0,1,2089,34,245.49,1,12,0.052,1.0,1.714,10.93,0,0
TXN00000246,106.81,Restaurant,19,0,1,Desktop,0,1,18.79,0,5,1697,37,71.01,4,9,1.483,4.0,1.286,7.53,0,0
TXN00000247,404.38,Retail,8,5,0,In-Person,1,0,11.7,0,4,2064,32,108.8,1,13,3.683,1.0,1.857,39.01,1,0
TXN00000248,2059.39,Retail,0,6,1,In-Person,1,1,21.21,0,7,1145,26,79.26,4,15,25.658,4.0,2.143,13.83,0,1
TXN00000249,104.25,Restaurant,7,5,0,In-Person,1,0,32.81,0,8,3350,30,49.38,2,10,2.069,2.0,1.429,8.64,0,0
TXN00000250,57.1,Gas Station,6,5,0,In-Person,1,0,32.22,0,6,152,28,44.95,1,15,1.243,1.0,2.143,11.57,0,0
TXN00000251,197.15,Retail,17,4,1,In-Person,1,1,24.56,0,5,3625,53,183.96,3,16,1.066,3.0,2.286,33.86,1,0
TXN00000252,21.57,Grocery,7,2,0,In-Person,1,1,11.47,0,6,1505,115,90.2,1,20,0.237,1.0,2.857,41.29,1,0
TXN00000253,16.66,Restaurant,0,1,0,In-Person,1,1,15.96,0,8,327,13,33.1,2,17,0.488,2.0,2.429,19.27,0,0
TXN00000254,129.29,Online,10,1,0,Desktop,0,1,2.35,0,6,1421,10,89.08,3,14,1.435,3.0,2.0,3.88,0,0
TXN00000255,157.21,Grocery,17,0,0,Desktop,0,1,3.74,0,6,2474,18,111.05,2,14,1.403,2.0,2.0,0.29,0,0
TXN00000256,51.33,Grocery,22,0,1,In-Person,1,1,12.58,0,6,3237,61,95.0,4,10,0.535,4.0,1.429,3.89,0,0
TXN00000257,15.43,Gas Station,9,0,0,In-Person,1,1,38.98,1,7,2573,22,26.04,2,11,0.571,2.0,1.571,0.44,0,0
TXN00000258,248.02,Gas Station,2,1,0,In-Person,1,0,9.42,0,5,1144,30,54.42,1,16,4.475,1.0,2.286,33.36,0,0
TXN00000259,7.39,Online,6,2,1,Mobile,0,0,31.16,0,4,2911,44,28.75,1,11,0.248,1.0,1.571,4.92,2,0
TXN00000260,64.54,Retail,15,0,1,In-Person,1,0,16.51,0,7,2923,115,10.59,3,19,5.568,3.0,2.714,7.53,1,0
TXN00000261,98.56,Online,15,0,0,In-Person,1,1,7.49,0,5,3229,71,313.82,0,14,0.313,0.0,2.0,20.73,0,0
TXN00000262,21.91,Grocery,19,6,0,In-Person,1,1,11.62,0,10,3046,113,17.98,1,14,1.155,1.0,2.0,29.19,0,0
TXN00000263,493.57,Online,16,1,0,Desktop,0,1,14.38,0,2,2652,69,30.83,3,17,15.507,3.0,2.429,48.41,0,0
TXN00000264,48.49,Online,1,5,0,Desktop,0,1,49.19,0,10,2829,49,44.43,4,22,1.067,4.0,3.143,7.81,0,0
TXN00000265,27.74,Retail,0,2,0,In-Person,1,0,24.75,0,9,1365,66,85.06,4,13,0.322,4.0,1.857,7.53,0,0
TXN00000266,2.19,Gas Station,15,0,1,Mobile,0,1,23.83,0,6,2218,73,35.98,2,15,0.059,2.0,2.143,11.25,0,0
TXN00000267,6256.76,Restaurant,11,2,1,In-Person,1,0,38.35,0,7,3472,107,24.8,2,22,242.542,2.0,3.143,6.15,1,0
TXN00000268,43.75,Gas Station,4,3,0,In-Person,1,0,35.39,0,5,1551,58,90.38,2,14,0.479,2.0,2.0,0.44,0,0
TXN00000269,5.15,Online,4,5,0,In-Person,1,0,66.1,0,6,2422,50,46.96,1,18,0.107,1.0,2.571,9.95,0,0
TXN00000270,12.72,Retail,22,5,1,In-Person,1,1,11.61,0,6,2165,9,26.37,2,12,0.465,2.0,1.714,11.46,0,0
TXN00000271,294.2,Retail,8,0,1,In-Person,1,1,4.8,0,7,1255,45,38.42,0,15,7.462,0.0,2.143,0.76,0,0
TXN00000272,11.9,Gas Station,8,0,0,Tablet,0,0,7.4,0,7,696,14,37.59,2,11,0.308,2.0,1.571,17.19,0,0
TXN00000273,98.37,Entertainment,2,6,1,In-Person,1,1,40.49,0,3,2483,23,19.63,1,17,4.767,1.0,2.429,4.67,0,0
TXN00000274,134.24,Retail,18,1,0,In-Person,1,1,7.75,0,5,2222,30,18.83,0,17,6.771,0.0,2.429,5.1,0,0
TXN00000275,32.46,Gas Station,15,5,1,Tablet,0,1,22.14,0,2,1854,14,35.25,3,13,0.895,3.0,1.857,0.88,0,0
TXN00000276,18.4,Online,15,6,1,Tablet,0,1,48.44,0,10,2151,112,64.3,0,15,0.282,0.0,2.143,26.91,1,0
TXN00000277,76.13,Retail,2,3,1,In-Person,1,1,38.03,0,9,240,40,69.71,2,11,1.077,2.0,1.571,32.68,1,0
TXN00000278,126.58,Retail,19,3,1,In-Person,1,1,14.23,0,1,138,103,207.04,1,18,0.608,1.0,2.571,2.63,0,0
TXN00000279,4.95,Online,23,3,0,Mobile,0,1,20.59,0,7,587,3,13.46,1,13,0.342,1.0,1.857,22.32,0,0
TXN00000280,2.05,Online,21,4,0,In-Person,1,1,30.39,0,7,3074,51,38.87,1,13,0.051,1.0,1.857,22.23,0,0
TXN00000281,296.67,Entertainment,23,1,0,In-Person,1,0,10.91,0,8,1574,33,41.37,5,11,7.002,5.0,1.571,6.09,0,0
TXN00000282,130.42,Restaurant,0,1,0,In-Person,1,1,25.23,0,9,1902,98,92.23,0,16,1.399,0.0,2.286,21.94,0,0
TXN00000283,88.07,Online,23,0,0,In-Person,1,0,27.15,0,7,3244,54,40.37,2,14,2.129,2.0,2.0,4.87,0,0
TXN00000284,17.57,Grocery,19,1,0,In-Person,1,0,48.38,0,3,2946,17,29.65,3,18,0.573,3.0,2.571,7.04,2,0
TXN00000285,293.92,Gas Station,10,0,0,In-Person,1,1,10.9,0,5,1885,103,17.09,1,17,16.249,1.0,2.429,4.44,0,0
TXN00000286,286.44,Gas Station,16,6,0,In-Person,1,1,5.0,0,4,552,11,50.42,4,13,5.571,4.0,1.857,2.07,1,0
TXN00000287,59.88,Entertainment,7,0,0,In-Person,1,0,12.04,1,7,1472,109,64.86,0,14,0.909,0.0,2.0,8.66,0,0
TXN00000288,34.98,Entertainment,3,4,0,In-Person,1,0,14.62,0,10,3560,40,36.06,3,15,0.944,3.0,2.143,37.48,0,0
TXN00000289,96.95,Restaurant,5,6,0,Mobile,0,0,9.18,0,7,2631,61,36.57,3,19,2.58,3.0,2.714,32.14,0,0
TXN00000290,80.97,Restaurant,7,1,0,In-Person,1,0,12.14,0,2,2480,64,29.43,2,18,2.661,2.0,2.571,3.23,0,0
TXN00000291,22.38,Online,19,1,1,In-Person,1,0,9.14,0,6,1937,96,55.15,2,15,0.399,2.0,2.143,6.08,0,0
TXN00000292,5.08,Restaurant,2,4,1,Desktop,0,0,77.66,0,8,2857,110,23.83,3,16,0.205,3.0,2.286,1.9,0,0
TXN00000293,78.49,Gas Station,15,4,0,In-Person,1,0,8.18,0,8,3024,106,49.69,0,12,1.548,0.0,1.714,7.02,0,0
TXN00000294,43.1,Online,2,6,0,Desktop,0,0,12.09,0,4,816,22,122.26,3,14,0.35,3.0,2.0,24.65,0,0
TXN00000295,157.18,Entertainment,17,6,0,Mobile,0,0,14.82,0,8,2951,102,148.95,1,13,1.048,1.0,1.857,9.38,0,0
TXN00000296,700.84,Grocery,13,1,1,In-Person,1,0,12.36,0,5,3090,109,57.82,3,13,11.915,3.0,1.857,78.58,0,0
TXN00000297,8.33,Online,17,1,0,Mobile,0,1,26.58,0,7,3335,80,33.01,3,15,0.245,3.0,2.143,18.07,0,0
TXN00000298,109.42,Online,1,6,1,Mobile,0,0,24.1,0,6,2308,108,22.86,0,13,4.585,0.0,1.857,2.72,0,0
TXN00000299,6.33,Gas Station,21,0,1,In-Person,1,0,14.03,0,9,2350,65,64.13,2,17,0.097,2.0,2.429,1.85,0,0
TXN00000300,455.54,Gas Station,2,2,0,In-Person,1,1,25.17,0,5,3142,110,79.28,1,16,5.675,1.0,2.286,8.1,0,0
TXN00000301,12.43,Travel,15,5,0,Mobile,0,1,26.57,0,2,22,9,64.45,2,20,0.19,2.0,2.857,1.38,2,0
TXN00000302,18.44,Grocery,8,0,0,In-Person,1,1,6.88,0,9,497,58,71.28,3,27,0.255,3.0,3.857,0.75,0,0
TXN00000303,22.86,Retail,3,3,1,Desktop,0,0,19.81,0,1,3596,25,101.31,2,15,0.223,2.0,2.143,5.72,0,0
TXN00000304,82.97,Entertainment,0,3,1,In-Person,1,0,18.2,0,5,2420,31,24.54,1,20,3.249,1.0,2.857,1.43,0,0
TXN00000305,85.14,Gas Station,3,2,0,In-Person,1,0,18.89,1,7,659,73,128.38,3,14,0.658,3.0,2.0,3.43,0,0
TXN00000306,134.61,Gas Station,0,5,0,In-Person,1,1,12.96,0,7,1597,110,128.15,2,21,1.042,2.0,3.0,7.73,0,0
TXN00000307,347.08,Restaurant,13,4,0,In-Person,1,0,47.66,0,6,1273,72,52.43,4,16,6.496,4.0,2.286,37.6,0,0
TXN00000308,35.3,Online,20,3,0,Desktop,0,0,36.61,0,8,3498,106,32.86,1,13,1.043,1.0,1.857,6.39,0,0
TXN00000309,20.12,Online,15,4,1,In-Person,1,0,4.43,0,10,1707,59,115.65,3,15,0.172,3.0,2.143,7.07,0,0
TXN00000310,13.37,Travel,19,4,1,In-Person,1,0,22.64,0,3,230,88,121.84,3,17,0.109,3.0,2.429,5.44,0,0
TXN00000311,68.09,Online,23,0,0,Desktop,0,1,21.36,0,8,1200,111,123.35,1,12,0.548,1.0,1.714,14.2,0,0
TXN00000312,54.27,Entertainment,7,4,1,In-Person,1,0,25.42,0,8,956,111,103.97,2,13,0.517,2.0,1.857,5.24,2,0
TXN00000313,6.85,Online,6,2,0,Desktop,0,0,27.2,0,4,2642,89,38.94,2,28,0.172,2.0,4.0,1.0,1,0
TXN00000314,161.1,Grocery,2,0,1,In-Person,1,0,38.1,0,6,3424,36,9.28,3,8,15.668,3.0,1.143,9.75,0,0
TXN00000315,28.66,Restaurant,16,2,0,Mobile,0,0,7.69,1,4,1791,7,28.08,1,15,0.986,1.0,2.143,7.06,0,0
TXN00000316,546.19,Online,0,4,1,In-Person,1,1,41.12,0,4,2062,105,107.65,1,18,5.027,1.0,2.571,6.16,0,0
TXN00000317,42.85,Retail,15,3,0,In-Person,1,0,9.1,1,5,1908,71,66.85,1,14,0.631,1.0,2.0,22.18,0,0
TXN00000318,10.85,Gas Station,11,5,0,In-Person,1,1,22.39,0,5,2656,39,9.75,2,10,1.009,2.0,1.429,11.73,0,0
TXN00000319,82.55,Retail,18,4,0,Tablet,0,1,61.88,0,6,28,75,36.27,0,11,2.214,0.0,1.571,10.7,0,0
TXN00000320,263.12,Online,21,2,1,In-Person,1,1,22.39,0,9,2127,98,42.59,3,20,6.036,3.0,2.857,42.34,0,0
TXN00000321,102.84,Grocery,22,1,1,In-Person,1,0,22.48,0,10,2124,73,46.85,0,15,2.149,0.0,2.143,2.77,0,0
TXN00000322,360.02,Travel,21,1,0,Mobile,0,1,3.54,0,5,173,69,51.1,2,13,6.91,2.0,1.857,9.95,0,0
TXN00000323,17.07,Grocery,13,3,0,In-Person,1,1,20.17,0,3,2037,11,26.79,3,13,0.614,3.0,1.857,13.27,0,0
TXN00000324,142.88,Entertainment,5,6,0,In-Person,1,0,4.63,0,9,1835,103,77.4,2,17,1.822,2.0,2.429,16.5,0,0
TXN00000325,343.51,Grocery,5,5,1,In-Person,1,0,7.54,0,4,966,75,22.29,4,13,14.75,4.0,1.857,13.9,0,0
TXN00000326,92.37,Travel,12,2,0,Mobile,0,1,3.12,0,6,1621,86,45.78,0,13,1.975,0.0,1.857,6.37,2,0
TXN00000327,278.87,Restaurant,18,3,0,In-Person,1,1,36.6,0,7,1659,23,107.92,1,21,2.56,1.0,3.0,0.61,2,0
TXN00000328,64.02,Gas Station,21,0,0,Mobile,0,1,36.92,0,4,1277,83,72.98,1,11,0.865,1.0,1.571,1.43,0,0
TXN00000329,308.82,Travel,7,4,0,Mobile,0,0,13.15,0,5,2122,58,30.34,2,16,9.854,2.0,2.286,2.28,0,0
TXN00000330,155.31,Online,1,6,0,In-Person,1,0,12.28,0,7,44,44,53.75,2,14,2.837,2.0,2.0,11.14,0,0
TXN00000331,34.72,Online,20,0,0,In-Person,1,0,19.74,0,8,331,57,76.11,1,14,0.45,1.0,2.0,63.01,0,0
TXN00000332,31.62,Restaurant,0,1,0,Tablet,0,0,17.84,0,5,1861,91,10.17,0,16,2.831,0.0,2.286,0.58,1,0
TXN00000333,132.6,Grocery,14,4,0,Mobile,0,0,11.99,0,8,764,7,447.52,1,13,0.296,1.0,1.857,7.11,0,0
TXN00000334,30.86,Retail,0,0,1,In-Person,1,1,51.97,0,2,2987,39,107.69,1,20,0.284,1.0,2.857,4.47,2,0
TXN00000335,76.77,Grocery,4,1,0,Mobile,0,0,8.9,0,10,1018,88,35.72,4,7,2.091,4.0,1.0,0.06,2,0
TXN00000336,56.59,Restaurant,15,5,0,In-Person,1,0,11.77,1,7,1960,17,123.69,3,18,0.454,3.0,2.571,1.85,0,0
TXN00000337,14.86,Online,18,0,0,Mobile,0,0,17.24,0,8,2883,92,20.88,4,14,0.679,4.0,2.0,2.0,0,0
TXN00000338,49.04,Online,3,4,1,Desktop,0,1,7.54,0,5,2381,32,28.04,1,21,1.689,1.0,3.0,4.27,1,0
TXN00000339,25.74,Retail,2,0,0,In-Person,1,1,32.06,0,6,1227,96,28.47,2,17,0.873,2.0,2.429,4.06,0,0
TXN00000340,81.84,Entertainment,16,6,0,In-Person,1,0,42.81,0,7,1339,28,31.84,1,12,2.492,1.0,1.714,0.7,0,0
TXN00000341,73.86,Retail,16,6,1,Mobile,0,0,21.75,0,7,1292,96,125.28,4,14,0.585,4.0,2.0,1.49,0,0
TXN00000342,37.04,Retail,11,4,1,Mobile,0,1,18.55,0,8,1098,79,53.71,0,12,0.677,0.0,1.714,5.31,0,0
TXN00000343,43.6,Retail,13,0,0,In-Person,1,1,16.36,0,5,378,28,42.2,1,18,1.009,1.0,2.571,52.06,2,0
TXN00000344,6.93,Online,20,3,0,In-Person,1,1,18.86,0,10,932,98,62.65,0,14,0.109,0.0,2.0,12.84,2,0
TXN00000345,171.92,Online,5,5,0,In-Person,1,1,12.69,0,6,2736,57,9.93,1,17,15.728,1.0,2.429,27.03,0,0
TXN00000346,26.27,Entertainment,2,0,0,Mobile,0,0,36.37,0,8,3361,81,108.75,2,14,0.239,2.0,2.0,0.54,0,0
TXN00000347,245.26,Online,8,0,0,In-Person,1,1,16.65,0,6,3073,103,27.84,5,10,8.505,5.0,1.429,2.11,0,0
TXN00000348,3.29,Online,4,6,1,In-Person,1,0,18.1,0,4,3549,76,10.12,3,16,0.296,3.0,2.286,0.67,0,0
TXN00000349,170.35,Retail,23,6,0,In-Person,1,1,8.06,0,2,213,33,31.84,3,11,5.188,3.0,1.571,1.08,0,0
TXN00000350,33.97,Restaurant,16,3,1,Tablet,0,1,30.6,0,9,2838,34,21.05,1,10,1.541,1.0,1.429,28.59,0,0
TXN00000351,419.23,Online,13,6,1,In-Person,1,0,36.72,0,3,1419,14,131.49,3,16,3.164,3.0,2.286,4.07,0,0
TXN00000352,351.3,Entertainment,20,1,0,Mobile,0,0,6.9,0,5,1480,85,96.38,2,20,3.608,2.0,2.857,7.04,0,0
TXN00000353,1796.93,Gas Station,2,4,0,Desktop,0,0,15.96,0,7,1803,39,27.24,2,19,63.63,2.0,2.714,27.59,0,0
TXN00000354,228.32,Gas Station,0,2,0,In-Person,1,0,3.73,0,7,3435,78,110.93,3,19,2.04,3.0,2.714,3.76,0,0
TXN00000355,17.06,Entertainment,19,1,0,Mobile,0,0,21.6,1,5,1877,93,56.63,1,24,0.296,1.0,3.429,1.77,0,0
TXN00000356,230.76,Travel,20,4,1,In-Person,1,1,15.21,0,7,1341,33,102.49,1,12,2.23,1.0,1.714,1.4,0,0
TXN00000357,77.52,Entertainment,22,0,0,Desktop,0,1,25.78,0,8,2598,68,162.68,3,14,0.474,3.0,2.0,22.28,0,0
TXN00000358,18.68,Entertainment,0,1,0,In-Person,1,1,26.25,0,6,572,68,231.08,2,13,0.08,2.0,1.857,3.22,0,0
TXN00000359,217.43,Gas Station,2,0,1,Desktop,0,0,24.36,0,5,537,68,21.34,0,17,9.734,0.0,2.429,3.91,0,0
TXN00000360,61.2,Restaurant,17,1,0,Mobile,0,0,17.16,0,6,1694,107,23.04,2,16,2.546,2.0,2.286,22.74,0,0
TXN00000361,2691.97,Grocery,9,1,1,Mobile,0,0,17.2,0,7,3144,53,111.3,3,24,23.972,3.0,3.429,3.33,0,0
TXN00000362,102.68,Travel,21,2,0,In-Person,1,0,18.35,0,5,352,22,15.83,5,19,6.1,5.0,2.714,30.85,0,0
TXN00000363,39.46,Retail,2,3,0,Desktop,0,1,2.66,0,6,943,85,121.29,2,16,0.323,2.0,2.286,8.57,1,0
TXN00000364,2.44,Gas Station,7,1,0,In-Person,1,1,57.3,0,1,2761,71,73.21,3,13,0.033,3.0,1.857,4.28,0,0
TXN00000365,2.54,Online,13,6,1,In-Person,1,1,20.04,0,10,1417,14,26.12,1,19,0.094,1.0,2.714,5.18,2,0
TXN00000366,29.87,Grocery,23,0,1,In-Person,1,1,25.65,0,2,1917,66,5.2,3,15,4.82,3.0,2.143,29.96,1,0
TXN00000367,162.21,Restaurant,17,2,0,In-Person,1,0,12.81,0,7,1846,101,28.26,3,18,5.544,3.0,2.571,5.82,1,0
TXN00000368,276.31,Restaurant,14,1,1,Mobile,0,1,3.89,0,10,3557,68,28.31,3,9,9.427,3.0,1.286,31.15,0,0
TXN00000369,230.74,Travel,21,6,0,In-Person,1,1,15.7,1,6,3315,44,30.12,0,10,7.414,0.0,1.429,2.33,0,0
TXN00000370,3.01,Online,22,3,0,In-Person,1,0,16.24,0,6,934,82,153.43,4,13,0.019,4.0,1.857,23.34,0,0
TXN00000371,19.98,Online,1,0,0,In-Person,1,0,29.33,0,7,1154,15,31.77,3,11,0.61,3.0,1.571,10.96,0,0
TXN00000372,15.25,Gas Station,9,2,1,In-Person,1,1,10.79,0,5,3023,40,91.95,1,18,0.164,1.0,2.571,6.31,0,0
TXN00000373,198.1,Grocery,1,4,1,In-Person,1,0,17.65,0,8,1381,117,64.71,2,19,3.015,2.0,2.714,4.55,0,0
TXN00000374,33.46,Gas Station,16,5,0,Mobile,0,0,67.52,0,5,1829,20,38.3,1,21,0.851,1.0,3.0,19.33,1,0
TXN00000375,354.36,Online,7,3,0,Mobile,0,0,6.07,0,10,3375,101,188.77,4,13,1.867,4.0,1.857,15.29,0,0
TXN00000376,58.58,Retail,0,6,0,Mobile,0,1,25.75,0,6,2815,87,121.45,1,13,0.478,1.0,1.857,8.62,0,0
TXN00000377,33.45,Retail,8,4,1,In-Person,1,0,35.03,0,2,1008,8,39.31,6,11,0.83,6.0,1.571,6.24,0,0
TXN00000378,43.49,Grocery,10,4,0,Desktop,0,1,29.59,0,6,994,99,22.5,1,20,1.851,1.0,2.857,11.92,0,0
TXN00000379,6.82,Retail,21,2,1,In-Person,1,1,17.8,0,8,418,57,44.14,1,13,0.151,1.0,1.857,13.78,0,0
TXN00000380,25.05,Online,15,2,0,Mobile,0,1,20.2,0,7,1198,61,70.53,3,14,0.35,3.0,2.0,1.83,0,0
TXN00000381,118.5,Retail,6,2,0,In-Person,1,0,17.37,0,4,1116,10,13.69,2,19,8.07,2.0,2.714,1.81,0,0
TXN00000382,44.89,Grocery,9,6,1,Mobile,0,1,20.69,0,4,2378,81,65.71,1,13,0.673,1.0,1.857,0.35,2,0
TXN00000383,6.15,Online,22,6,0,In-Person,1,0,10.23,0,6,2141,117,21.26,2,18,0.276,2.0,2.571,24.77,0,0
